1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,Year
367.0,Poland,0.06,1.18,-0.67,0.43,-0.66,0.06,-0.15,0.47,-0.18,0.14,0.05,0.17,0.34,0.07,0.85,0.11,0.13,0.13,0.13,0.48,0.07,-1.8,-1.35,4.2,2.32,-0.74,0.4,0.4,0.82,0.6,19.87,-0.17,1.74,0.08,0.28,0.18,0.14,0.15,0.32,0.43,1.17,-0.36,-0.35,-10575,-0.34,-0.05,1.37,6.41,0.4,0.95,-1.94,-0.38,-0.11,-0.16,-0.34,-0.13,-19.54,-0.14,1.69,-0.31,-1.19,0,0,0,0,-369,1085.28,438.87,496.51,66.3,134.03,1.4,1.26,0.65,0.57,-10.91,-1.92,0.53,1.31,0.66,-0.56,-0.53,6.0,2019
368.0,Poland,-0.02,0.38,0.5,2.34,-0.06,-0.02,1.64,0.18,0.62,-0.02,-0.06,-0.09,-0.12,-0.04,2.64,-0.07,-0.11,-0.02,-0.11,0.68,-0.04,65.96,3.97,4.17,1.66,-0.04,0.56,0.55,0.18,0.18,31.92,0.63,1,0.45,-0.14,-0.03,0.52,-0.02,-0.11,2.3,0.37,4.92,4.97,7426,-0.03,0.01,0.27,7.36,0.49,1.45,-0.89,0.19,-0.04,-0.11,-0.58,-0.28,-17.49,-0.28,1.35,-0.12,4.3,0,0,0,0,445.89,-13412.61,-13243.87,-11214.42,276.69,2194.33,0.62,0.79,0.91,1,-0.83,-3.49,1.11,0.65,0.86,-0.93,1.61,6.0,2019
382.0,Poland,-0.5,1.65,-0.51,0.28,-1.4,-0.5,-0.39,1.16,-0.65,-0.43,-0.71,-0.43,-0.28,-0.3,0.61,-0.26,-0.43,-0.43,-0.43,0.76,-0.3,5.81,-0.64,3.83,1.42,0.66,2.26,0.97,1.16,1.18,0.21,0.29,1,0.23,-0.37,-163.02,0.28,-0.4,-0.35,0.12,0.71,-0.81,0.36,-3460,0.78,-1.45,377.86,33.2,1.64,1.46,-0.3,-18.62,0,0.03,0.02,0.02,0.03,0.04,1.78,0.13,-0.06,0,0,0,0,-12.73,-16.41,-20.39,-19.22,8.24,10.32,34.06,28.03,0.4,0.24,45.04,136.88,0,0.88,0.44,0.11,-0.59,6.0,2019
388.0,Poland,-0.29,0.83,-0.42,0.39,-0.29,-0.29,0.2,0.55,0.17,-0.28,-0.42,-0.46,-0.33,-0.31,1.2,-0.34,-0.53,-0.28,-0.53,0.46,-0.31,23.74,-0.58,3.54,1.5,-1.66,1.22,1.02,0,0.57,1.22,0.3,0,0.11,-0.51,-2.76,0.24,-0.24,-0.44,0.33,0.7,0.23,0.42,-1462.72,-1.73,0.8,5.21,6.43,0.79,0.76,-0.64,-1.12,0.15,0.26,0.47,0.31,1.92,0.37,205.08,0.96,-0.93,0,0,0,0,385.49,-222.2,-268.1,-231.55,64.95,89.19,0.81,1.41,1.3,0.57,-3.06,-10.72,0.79,0.4,3.47,-3.44,0.44,6.0,2019
389.0,Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,6.0,2019
398.0,Poland,-0.19,1.32,-0.32,0.76,-1.04,-0.19,-0.24,0.98,-0.32,-0.18,-0.14,-0.19,-0.15,-0.14,0.76,-0.13,-0.19,-0.18,-0.19,0.72,-0.14,16.46,,2.69,1.34,0.55,0.88,0.88,0,0.99,,-0.32,0,0.08,-0.18,-0.4,0.4,,,0.76,1.32,,,-158.39,0.58,0,2.12,2.31,0.74,,-0.67,-0.93,0,0.2,0.2,0.15,,0.15,8.79,0.2,-1.14,0,0.01,0,0,-356.87,-615.4,,-652.78,115.14,,0.42,0.48,1.15,1.15,6.49,0.9,1.15,1.11,1.32,2.91,0.71,6.0,2019
404.0,Slovakia,0.05,0.09,0.03,1.52,0,0.06,10.47,0.21,0.91,0.06,1.15,0.28,0.43,0.68,11.48,0.71,0.28,0.06,0.22,0.91,0.54,-21.07,0.03,3.05,0.16,0.07,2.87,1.7,0,0.21,2.2,0.95,0,1.05,0.3,,1.52,0.09,0.44,0.9,0.05,0.99,1.03,30,0.05,0.04,,8.67,4.03,0.23,0.18,,,0,0,0,0,0,,0,0,0,0.01,0.02,0,108.55,1676.34,1071.41,1602.33,99.07,107.55,0.97,0.97,0.94,0.88,0.85,,,1.04,0.79,,,6.0,2019
423.0,Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,2019
427.0,Slovakia,-0.04,0.06,0.02,1.79,-0.78,-0.05,15.85,0.08,0.94,-0.05,-1.97,-0.64,-0.37,-0.81,16.86,-0.8,-0.64,-0.05,-0.6,1.72,-0.75,101,0.02,2.76,0.34,-0.05,5.25,2.16,0,0.08,1.25,0.97,0,1.43,-0.63,,1.79,-0.03,-0.37,0.74,0.02,0.98,1.02,11,-0.05,0.04,,8.6,3.07,0.08,0.15,,,0,0,0,0,0,,0,0,0,0,0,0,97.45,-1906.92,-3282.28,-1925.8,91.61,95.66,0.45,0.53,0.92,0.38,-2.07,,,0.63,0.56,,,6.0,2019
432.0,Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,2019
438.0,Slovakia,-0.1,0.1,0.61,11.41,0.27,-0.1,9.05,0,0.9,-0.1,-1.77,-115.32,-1,-1.05,10.05,-1.4,-115.32,-0.14,-115.32,0.63,-1.05,290.38,1.86,3.52,103.52,-0.15,2.39,1.41,0,0,16.48,0.94,0,0.1,-153.9,,11.41,-0.14,-151,6.74,0.06,2.74,2.86,2030,-0.12,0.05,,0,0.02,0,5.81,,,0,0,0,0,0,,0,0,-0.01,0,-0.22,0,599.87,-5176.63,-3953.55,-3879.05,540.12,1641.58,1,0.95,0.93,0.72,0.95,,,0.77,1.1,,,6.0,2019
10.0,Hungary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2020
22.0,Poland,-0.03,0.58,-0.03,0.85,0.02,-0.01,0.71,0.52,0.42,-0.02,-0.07,-0.03,-0.04,-0.02,1.71,-0.04,-0.03,-0.02,-0.06,0.39,-0.05,-2.27,-0.03,6.3,1.05,-0.06,3.05,0.96,0,0.54,0.33,0.82,0,0.3,-0.05,-1.3,0.73,-0.12,-0.23,0.27,0.18,0.49,0.96,-56247.34,-0.07,0.96,23.7,6.67,2.84,0.61,-0.09,,,0,0,0,0,0,0,0,0,0,0.02,0,0,198.64,-6215.54,-679.6,-3474.57,82.61,97.62,,,,,,40.74,,,,,,1.0,2020
27.0,Hungary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,1.0,2020
73.0,Poland,0.01,0.71,0.08,1.13,0.11,0.02,0.42,1.66,0.29,0.02,0.03,0.03,0.01,0.06,1.42,0.03,0.01,0.02,0,0.19,0.05,-5.33,0.25,5.15,0.4,0.07,2.71,2.33,0,1.66,6.4,0.39,0,0.12,0.01,0.16,1.05,0.04,0.03,0.97,0.61,0.92,1.23,11102.07,0.03,0.34,34.34,2.93,2.73,5.16,0.02,0.68,2.11,0.01,0.01,0.02,0.12,0.02,-0.91,0.02,0.59,0,0.01,0,0,570.32,9146.18,3826.9,8621.7,168.18,523.84,0.89,0.89,0.96,0.98,1.33,2.02,0.84,0.97,0.92,-0.1,0.13,1.0,2020
74.0,Poland,-0.13,1.1,-0.43,0.27,-0.05,0.04,-0.07,0.95,-0.08,-0.06,0.07,0.15,-0.04,0.13,0.91,-0.04,0.04,-0.05,-0.14,-0.03,-0.03,-0.47,-0.52,5.36,1.14,0.56,1.73,0.94,0,0.99,0.31,0.42,0,0.04,-0.05,-44.68,0.27,0.06,0.06,0.15,0.59,-0.1,0.51,-100172.41,1.6,-6.23,326.65,6.91,1.59,1.13,-0.52,-0.77,0.6,0.17,0.18,0.15,0.33,0.28,-4.67,1.05,-3.74,0,0.02,0,0,-756.15,1526.58,1083.87,-1359.97,61.25,73.01,,,,,,,,,,,,1.0,2020
100.0,Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2020
139.0,Poland,0.07,0.63,0.18,1.32,0.08,0.1,0.6,3.09,0.37,0.1,0.17,0.04,0.03,0.19,1.6,0.16,0.03,0.1,0.02,0.3,0.16,-18.12,0.71,4.31,0.2,0.27,5.31,4.78,3.09,3.09,9.76,0.44,1,0.24,0.03,0.58,1.09,0.12,0.04,1.19,0.56,1.46,1.71,3674,0.2,0.17,23.91,6.4,5.48,12.07,0.02,1.6,0.5,0.05,0.02,0.07,0.74,0.08,1.34,0.06,0.47,0,0.01,0,0.06,1023.07,3886.33,3122.01,3857.9,382.05,1494.84,1.04,1.03,1.31,1.44,1.47,5.64,3.32,1.27,1.36,5.19,-0.5,1.0,2020
142.0,Czech Republic,0,0.19,0.13,2.88,0.44,0.07,4.14,0.22,0.77,0.09,0.93,0.3,0.19,0.35,5.37,0.17,0.3,0.03,0,0.33,0,-1.31,0.17,5.41,0.71,0.04,2.81,1.06,0,0.23,1.56,0.89,0,0.85,0.15,0,2.57,0.06,0.25,1.09,0.07,0.97,1.11,34141,0,0.15,9.91,1.84,3.15,0.28,0.67,,,0,0,0,0,0,,0,0,0,0.04,0,0,435.09,5111.93,5961.45,10332.35,335.64,421.16,1.51,1.59,1.1,1.6,1.3,,0.96,2.62,0.84,,,1.0,2020
175.0,Poland,0.06,0.52,0.05,1.14,0.05,0.08,0.92,1.8,0.48,0.11,0.23,0.1,0.06,0.34,1.92,0.2,0.05,0.11,0.03,0.43,0.3,-4.47,0.08,4.4,0.29,0.22,4.9,3.31,1.8,1.82,1.8,0.65,1,0.12,0.06,0.65,0.87,0.19,0.11,0.77,0.35,0.8,1.08,1209,0.13,0.35,18.99,6.88,5.13,3,-0.03,0.74,1.15,0.08,0.05,0.16,0.5,0.24,-4.77,0.21,0.8,0,0.01,0,0,711.27,4163.5,1778.37,3245.6,341.42,568.24,1,0.93,0.92,0.82,6.3,-778.7,0.97,0.88,0.73,0.8,-0.58,1.0,2020
217.0,Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2020
257.0,Hungary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,,,1.0,2020
270.0,Poland,0.02,0.65,0.03,1.06,0.02,0.08,0.54,1.19,0.35,0.08,0.16,0.07,0.05,0.12,1.54,0.1,0.06,0.06,0.02,0.33,0.04,,0.05,3.96,0.55,0.18,2.44,1.82,1.19,1.25,2.33,0.52,1,0.07,0.05,0.18,0.8,0.07,0.06,0.79,0.48,0.72,1.05,242,0.07,0.48,9.5,3.4,2.46,2.44,-0.08,-0.9,-0.23,-0.03,-0.02,-0.04,-0.15,-0.05,-10.01,-0.05,-0.4,0,0,0,0,741.69,3443.74,3702.12,4036.96,259.07,530.31,0.84,0.83,1.04,1.16,2.98,6.14,18.26,0.84,0.99,-0.62,0.05,1.0,2020
276.0,Poland,0.23,0.52,0.32,1.79,0.23,0.28,0.93,1.72,0.48,0.28,0.69,0.17,0.19,0.58,1.93,0.54,0.16,0.28,0.13,0.25,0.47,-2482.94,1.16,3.76,0.13,0.58,3.57,2.8,1.72,1.73,6.13,0.59,1,0.72,0.16,5.47,1.69,0.3,0.17,1.4,0.41,1.76,2.16,1831,0.47,0.23,41.68,4.42,4.25,6.28,0.19,3.88,0.31,0.06,0.03,0.11,0.52,0.14,0.23,0.08,0.21,0,0.01,0.02,0,7514.6,12866.03,12087.48,12867.06,3624.22,13201.71,1.4,1.45,1.74,1.68,1.21,5.45,,0.97,1.26,0.45,-9.69,1.0,2020
290.0,Poland,0.22,0.3,0.41,2.98,0.22,0.29,2.26,2.28,0.68,0.29,1.38,0.14,0.14,1.06,3.31,0.91,0.13,0.27,0.1,0.46,0.85,-48.61,1.08,3.55,0.07,0.4,9.71,6.68,0,2.29,6.42,0.78,0,0.92,0.12,17.6,2.92,0.31,0.14,2.05,0.21,1.79,2.03,1455.37,0.32,0.14,181.75,5.52,11,5.99,0.2,1.92,0.3,0.12,0.05,0.38,1.22,0.55,0.94,0.19,0.42,0,0.01,0,0.14,1864.84,4433.85,4108.99,4624.25,1270.52,3331.43,1.15,1.2,1.08,1.22,0.86,1.63,1.71,0.97,1.09,-0.75,-2.44,1.0,2020
366.0,Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1.0,2020
405.0,Poland,0,0.26,0.27,2.04,0,0,2.85,0.71,0.74,0,0,0.16,0,0.43,3.85,0,0,0,0,0.74,0.43,-2,0.57,2.49,-0.11,0,2.86,2.86,0.72,0.74,,0.74,1,1.63,0,,2.04,0.11,0.15,2.04,0.26,1.57,1.57,83,0,0,,6.67,2.75,1.52,0.43,0,0.64,0.17,0.24,0.67,,0.67,0.61,0.33,335.94,0,0,0,0,1402.28,3555556.89,9411.77,2000000.75,1038.76,2206.9,0.66,0.4,1.06,1.44,-0.04,0,,0.55,1.31,5.93,19.1,1.0,2020
415.0,Poland,-0.83,0.19,-0.05,0.15,0,-1.03,4.38,0,0.81,0,-18.53,,0,-5.53,5.38,-0.01,,0,,0.81,-4.48,0,-0.05,4.71,,0,0.07,0.02,0,0,0.07,0.94,,0.07,,,0.15,0,,0.05,0.06,0.82,0.95,-2412,-1.02,0.16,,0,0,0,-0.05,-0.81,0,1.03,,5.52,7.87,18.52,-1594.78,120.24,-734.79,-0.04,0,-0.34,0,237.05,-187.94,,-138182.33,193.01,194.67,,0.25,0.49,0.54,0.13,,,0.63,1.04,-1.28,-1.65,1.0,2020
12.0,Poland,0.03,0.73,0.22,1.32,0.09,0.03,0.44,3.94,0.33,0.04,0.05,0.01,0.01,0.05,1.36,0.05,0.01,0.04,0.01,0.23,0.04,-3.95,2.06,5.82,0.16,0.11,5.79,5.32,7.74,3.94,8.73,0.39,1.96,0.16,0.01,0.07,0.77,0.04,0.01,1.22,0.67,3.06,3.63,143892,0.08,0.18,10.63,9.53,5.84,37.14,-0.04,0.3,0.07,0.09,0.02,0.12,1.45,0.13,1.18,0.1,2.35,0,0.16,0.01,0,525.19,5161.33,3973.24,4629.76,170.8,1609.34,1.11,1.11,1.18,1.21,1.07,,0.98,1.28,1.49,13.89,-6.67,2.0,2020
19.0,Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2020
21.0,Poland,0.04,0.66,0.21,1.36,0.05,0.07,0.51,5.88,0.34,0.06,0.12,0.01,0.01,0.12,1.51,0.09,0.01,0.06,0.01,0.29,0.08,7.66,1.14,5.32,0.09,0.18,9.76,8.78,0,5.88,9.01,0.4,0,0.3,0.01,0.2,1.01,0.07,0.01,1.22,0.6,1.79,2.14,45189.18,0.13,0.2,27.88,13.97,9.85,31.24,0,0.3,0.08,0.14,0.02,0.21,2.12,0.24,1.03,0.17,2.35,0,0.15,0.01,0.06,1053.75,5133.23,4983.84,5897.03,354.37,1883.05,1.07,1.07,1.16,1.07,0.71,4.27,0.7,1.1,1.14,-3.17,52.03,2.0,2020
29.0,Czech Republic,-0.66,0.46,0.34,1.77,0.22,-0.61,1.15,1.02,0.54,-0.61,-1.38,-0.6,-0.37,-1.31,2.15,-1.3,-0.6,-0.61,-0.65,0.32,-1.42,394,1.55,5.88,-0.04,-1.13,3.74,3.54,0.5,1.04,28.59,0.56,0.49,1.53,-0.59,-12,1.65,0,0,1.68,0.44,2.43,2.55,257493,-1.23,0.05,18.5,19.06,2.32,4.63,0.17,,,0,0,0,0,0,,0,0,-0.26,0.4,-182.86,0,3308.58,-2913.58,,-2920.98,1770.97,8040.66,1.03,1.06,1.04,1.09,1.09,,0.56,0.6,1.16,,,2.0,2020
30.0,Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2020
43.0,Poland,0.03,0.7,0.04,1.08,0,0.09,0.45,1.62,0.32,0.06,0.2,0.09,0.04,0.2,1.42,0.09,0.06,0.06,0.02,0.32,0.11,1.94,0.07,5.44,0.37,0.2,3.44,2.28,0.15,1.66,0.99,0.55,0.09,0.21,0.04,0.12,0.51,0.11,0.07,0.71,0.47,0.63,1.11,9827,0.1,0.75,6.1,11.78,3.48,3.25,-0.15,0.19,0.27,0.16,0.1,0.23,0.69,0.35,8.09,0.33,2.63,0,0,0,0.15,671.03,2252.92,1987.72,3412.99,212.31,425.51,0.9,0.9,0.99,0.92,1.2,1.92,0.93,0.76,0.98,1.44,8.52,2.0,2020
45.0,Poland,0.14,0.39,0.54,2.97,0.46,0.18,1.57,2.04,0.61,0.17,0.67,0.1,0.09,0.55,2.57,0.43,0.09,0.17,0.07,0.15,0.42,11.44,2.9,5.32,0.18,0.28,6.84,4.81,0,2.04,1.77,0.73,0,0.15,0.08,0.22,0.75,0.2,0.1,2.09,0.27,3.28,3.9,113528.9,0.22,0.19,3.35,12.41,7.45,10.94,-0.04,7.64,1.62,0.02,0.01,0.05,0.15,0.06,-3.06,0.02,0.1,0,0,0,0,2195.76,7302.89,6794.82,7949.28,1342.35,7205.41,1.11,1.08,1.09,1.09,1.63,8.06,1.06,1.29,1.08,-0.32,-1.14,2.0,2020
63.0,Poland,0.08,0.65,0.17,1.37,0.04,0.09,0.54,2.2,0.35,0.12,0.2,0.06,0.06,0.21,1.54,0.19,0.04,0.12,0.03,0.31,0.19,-4.2,0.47,5.09,0.29,0.34,4.53,3.22,0,2.21,2.19,0.54,0,0.06,0.05,0.35,0.89,0.17,0.08,0.97,0.46,0.95,1.47,21232.7,0.22,0.54,9.94,5.7,4.75,6,-0.02,8.58,5.11,0.01,0,0.01,0.05,0.02,-0.68,0.01,0.07,0,0.01,0,0.07,2551.89,9688.92,5365.42,7402.06,891.4,2431.33,1.18,1.16,1.01,1.05,1.77,7.9,1.08,1.08,1.02,0.13,-0.41,2.0,2020
68.0,Poland,0.08,0.34,0.15,1.58,0.32,0.12,1.96,0.72,0.66,0.11,0.45,0.24,0.16,0.5,2.95,0.3,0.16,0.1,0.12,0.34,0.4,11.55,0.25,5.57,0.22,0.15,2.4,1.82,0.18,0.72,4.69,0.74,0.26,0.88,0.14,4.08,1.5,0.16,0.22,1.2,0.26,1.12,1.25,54632,0.12,0.12,35.46,4.52,2.79,1.21,0.23,1.36,0.89,0.06,0.08,0.18,0.74,0.24,1.64,0.15,0.6,0,0.01,0.01,0.02,2481.84,14120.06,10570.48,16179.51,1645.23,2767.33,1.15,1.12,1.12,1.21,1.3,6.34,0.76,1.29,1.1,1.31,1.7,2.0,2020
79.0,Poland,0.06,0.47,0.19,1.73,0.23,0.09,1.23,0.76,0.58,0.08,0.34,0.16,0.11,0.26,2.12,0.16,0.12,0.08,0.07,0.35,0.19,6.29,0.35,5.42,0.56,0.13,2.67,1.49,0.28,0.78,0.95,0.79,0.36,0.21,0.1,0.22,0.75,0.11,0.15,0.97,0.26,1.06,1.44,50923,0.1,0.36,2.95,5.32,2.89,1.4,-0.1,1.34,0.8,0.04,0.05,0.09,0.2,0.16,-78.07,0.09,0.54,0,0.01,0,0,518.38,3293.95,2700.61,3870.6,299.58,550.56,0.95,0.93,1.03,1.01,1.41,,1.05,0.94,1.14,1.27,1.33,2.0,2020
87.0,Poland,0.04,0.71,0.08,1.13,0.04,0.06,0.4,2.35,0.29,0.07,0.09,0.03,0.03,0.11,1.4,0.09,0.02,0.07,0.02,0.25,0.09,-5.31,0.25,4.84,0.3,0.23,3.79,3.21,2.35,2.36,3.9,0.39,1,0.02,0.03,0.17,0.7,0.09,0.04,0.96,0.61,0.9,1.25,5360,0.15,0.38,9.07,5.69,3.88,7.44,-0.08,1.29,0.6,0.03,0.01,0.05,0.31,0.06,21.53,0.05,0.51,0,0.01,0,0,613.88,3125.26,2019.5,2628.9,175.22,554.2,1.22,1.22,0.95,0.95,1.45,,1,0.93,0.93,16.06,0.36,2.0,2020
90.0,Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2020
95.0,Poland,0.16,0.4,0.5,2.52,0.48,0.2,1.51,1.32,0.6,0.2,0.62,0.18,0.18,0.58,2.51,0.5,0.15,0.2,0.12,0.12,0.47,50.96,2.87,5.02,0.24,0.33,3.44,2.83,0.46,1.33,3.85,0.67,0.35,0.26,0.15,0.29,0.83,0.23,0.17,2.08,0.33,3.47,3.87,52409,0.26,0.12,2.38,7.15,4.04,7.63,-0.05,1.33,0.23,0.12,0.09,0.3,1.7,0.36,3.8,0.14,0.6,0,0,0,0.14,1874.46,5511.58,4938.43,5626.05,1128.32,6502.15,1.21,1.19,1.06,1.01,1.39,5.31,0.95,0.98,1.01,-21.75,4.94,2.0,2020
97.0,Poland,0.12,0,0.58,,0.39,0.16,,0.98,0.61,0.15,,0.16,0.17,,,,0.16,0.14,0.12,0.23,,26.49,1.38,5.13,-0.15,0.23,,,0.5,0.98,,0.61,0.51,,0.15,0.42,,0.13,0.13,,0,1.46,1.46,78747,0.19,0,3.5,6.66,,2.33,0.36,,,0,0,,,,0,0,0,0,0.01,0.01,0.01,1725.63,6818.92,8206.15,7397.74,1057.56,2512.45,1.13,0.97,1.25,1.45,,6.38,1.15,1.27,,,1.15,2.0,2020
102.0,Hungary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,,,2.0,2020
109.0,Poland,0.03,0.73,0.21,1.44,-0.19,0.08,0.36,1.63,0.27,0.09,0.18,0.07,0.06,0.16,1.36,0.12,0.05,0.09,0.02,0.46,0.09,-22.87,0.64,4.81,0.39,0.33,3.32,2.12,1.63,1.64,0.82,0.53,1,0.21,0.05,0.07,0.46,0.12,0.07,0.92,0.47,0.82,1.64,13399,0.13,1,3.55,13.86,3.48,5.02,-0.16,1.97,1.86,0.02,0.01,0.02,0.07,0.04,0.44,0.03,0.2,0,0.01,0,,0,0,0,0,0,0,,,1.66,1.51,,,1.26,4.12,1.52,-1.72,2.07,2.0,2020
110.0,Poland,-0.16,0.77,0,0.99,-0.16,-0.16,0.3,1.51,0.23,-0.01,-0.3,-0.04,-0.01,-0.07,1.3,-0.02,-0.11,-0.01,-0.1,0.39,-0.06,0.08,-0.01,4.84,0.47,-0.05,2.85,2,1.51,1.53,0.5,0.46,1,0.11,-0.01,-0.37,0.21,0.1,0.06,0.7,0.54,0.5,0.99,-247,-0.67,0.99,3.56,26.96,2.79,3.25,-0.27,-0.35,0.24,0.44,0.29,0.57,1.93,0.81,40.02,0.82,-37.87,0,0.02,-0.01,0.07,1689.43,-2422.62,4055.89,-33562.28,388.11,838.36,0.78,0.83,0.73,0.76,-0.13,,0.78,0.46,0.92,4.68,2.44,2.0,2020
117.0,Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2020
132.0,Poland,0.04,0.56,0.44,2.47,0.06,0.04,0.79,1.78,0.44,0.05,0.15,0.04,0.03,0.12,1.79,0.09,0.03,0.05,0.02,0.38,0.1,-5.96,1.75,4.63,0.3,0.11,5.76,3.11,1.78,1.79,1.03,0.7,1,0.07,0.03,0.07,0.88,0.07,0.04,1.34,0.3,1.74,2.75,18789,0.08,0.58,3.69,7.24,5.89,7,-0.02,-2.4,-1.49,-0.01,-0.01,-0.03,-0.06,-0.05,1.17,-0.02,-0.29,0,0.01,0,0.04,414.15,4092.64,2539.13,3639.52,183.1,721.98,1.11,1.11,1,1,1.63,,1.11,0.88,0.58,0.45,0.4,2.0,2020
147.0,Poland,-0.18,0.74,0,1,-0.17,-0.02,0.32,1.27,0.24,0.01,-0.04,0.03,0,0.06,1.35,0.01,-0.02,0.01,-0.14,0.4,-0.15,-0.23,0,4.64,0.55,0.03,2.8,1.75,1.27,1.3,1.65,0.52,1,0.12,0,,1,0.04,0.03,0.62,0.46,0.44,0.96,-39,-0.74,1.18,,3.14,2.74,2.36,0,1.18,-0.42,-0.15,-0.12,-0.2,-0.53,-0.32,-14.39,-0.32,-24.9,0,0,0,0,2251.88,-26991.39,14024.03,89777.47,535.57,995.7,0.39,0.38,0.61,0.57,-0.05,,,0.63,0.47,-1.06,-0.52,2.0,2020
154.0,Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,2.0,2020
169.0,Poland,0.03,0.45,0.21,1.69,0.03,0.04,1.23,1.3,0.55,0.05,0.13,0.07,0.04,0.19,2.23,0.1,0.03,0.05,0.02,0.52,0.18,-6.71,0.43,4.57,0.18,0.08,4.2,2.84,1.3,1.32,3,0.7,1,0.72,0.03,0.41,1.43,0.09,0.07,1.14,0.3,1.14,1.43,7682,0.06,0.26,16.62,5.98,4.27,2.67,0.11,0.62,0.92,0.05,0.04,0.11,0.35,0.17,0.43,0.1,1.13,0,0.01,0,0.09,832.54,11824.24,5009.6,10238.12,460.81,946.39,0.95,0.98,1.07,1.18,0.73,,0.95,0.96,1.31,0.72,-1.54,2.0,2020
